Date,Price,Open,High,Low,Vol.,Change %
"May 28, 2020","4,345","4,420","4,525","4,215",774.85K,-1.25%
"May 27, 2020","4,400","4,325","4,485","4,255",4.28K,2.33%
"May 26, 2020","4,300","4,080","4,565","4,040",0.44K,6.44%
"May 25, 2020","4,040","4,085","4,085","4,025",215.73K,0.62%
"May 22, 2020","4,015","4,180","4,180","4,005",461.16K,-3.14%
"May 21, 2020","4,145","4,120","4,170","4,070",469.13K,2.09%
"May 20, 2020","4,060","4,080","4,175","4,060",4.30K,-0.37%
"May 19, 2020","4,075","3,995","4,270","3,995",0.63K,3.82%
"May 18, 2020","3,925","3,985","3,995","3,880",216.64K,-0.13%
"May 15, 2020","3,930","3,880","3,945","3,805",313.62K,2.61%
"May 14, 2020","3,830","3,925","3,960","3,830",338.91K,-2.42%
"May 13, 2020","3,925","3,850","3,930","3,845",196.22K,0.00%
"May 12, 2020","3,925","4,035","4,040","3,910",309.11K,-2.61%
"May 11, 2020","4,030","4,085","4,115","4,025",212.49K,-1.23%
"May 08, 2020","4,080","4,065","4,130","4,055",184.39K,0.87%
"May 07, 2020","4,045","4,060","4,090","4,025",221.51K,-0.49%
"May 06, 2020","4,065","4,055","4,085","4,020",272.38K,1.25%
"May 04, 2020","4,015","4,110","4,140","4,015",559.36K,-5.42%
"May 03, 2020","4,245","4,245","4,245","4,245",-,0.00%
"Apr 29, 2020","4,245","4,120","4,285","4,085",525.01K,4.69%
"Apr 28, 2020","4,055","4,055","4,110","4,005",266.40K,0.00%
"Apr 27, 2020","4,055","3,975","4,080","3,930",237.01K,2.01%
"Apr 24, 2020","3,975","3,960","4,030","3,925",239.29K,-1.24%
"Apr 23, 2020","4,025","3,965","4,045","3,930",245.39K,1.51%
"Apr 22, 2020","3,965","3,920","3,980","3,880",306.57K,-1.86%
"Apr 21, 2020","4,040","4,075","4,105","3,900",448.16K,-2.65%
"Apr 20, 2020","4,150","4,055","4,255","4,055",331.85K,1.72%
"Apr 17, 2020","4,080","4,050","4,140","4,010",293.99K,2.51%
"Apr 16, 2020","3,980","3,890","4,000","3,820",347.57K,0.38%
"Apr 14, 2020","3,965","3,905","4,010","3,905",264.10K,1.67%
"Apr 13, 2020","3,900","4,140","4,140","3,900",408.16K,-3.58%
"Apr 12, 2020","4,045","4,045","4,045","4,045",-,0.00%
"Apr 10, 2020","4,045","3,875","4,135","3,875",734.25K,4.52%
"Apr 09, 2020","3,870","3,830","3,980","3,810",490.60K,2.11%
"Apr 08, 2020","3,790","3,840","3,855","3,750",314.31K,-1.43%
"Apr 07, 2020","3,845","3,820","3,875","3,740",470.92K,3.36%
"Apr 06, 2020","3,720","3,575","3,750","3,560",526.14K,5.23%
"Apr 03, 2020","3,535","3,555","3,585","3,495",399.95K,-1.53%
"Apr 02, 2020","3,590","3,525","3,605","3,480",377.99K,0.14%
"Apr 01, 2020","3,585","3,600","3,665","3,500",418.13K,-2.32%
"Mar 31, 2020","3,670","3,665","3,795","3,600",392.25K,0.82%
"Mar 30, 2020","3,640","3,600","3,700","3,440",486.83K,0.41%
"Mar 27, 2020","3,625","3,800","3,800","3,530",456.70K,2.69%
"Mar 26, 2020","3,530","3,500","3,580","3,435",588.81K,1.29%
"Mar 25, 2020","3,485","3,300","3,485","3,300",643.14K,6.90%
"Mar 24, 2020","3,260","3,120","3,280","3,050",472.95K,7.59%
"Mar 23, 2020","3,030","3,400","3,400","2,970",790.25K,-13.43%
"Mar 22, 2020","3,500","3,500","3,500","3,500",-,0.00%
"Mar 20, 2020","3,500","2,785","3,500","2,785",740.50K,25.90%
"Mar 19, 2020","2,780","3,250","3,370","2,780",1.44M,-14.46%
"Mar 18, 2020","3,250","3,480","3,520","3,225",1.04M,-6.20%
"Mar 17, 2020","3,465","3,610","3,610","3,395",1.15M,-4.28%
"Mar 16, 2020","3,620","3,760","3,870","3,615",638.25K,-3.34%
"Mar 15, 2020","3,745","3,745","3,745","3,745",-,0.00%
"Mar 13, 2020","3,745","3,850","3,850","3,490",1.22M,-3.60%
"Mar 12, 2020","3,885","4,060","4,135","3,800",965.30K,-4.19%
"Mar 11, 2020","4,055","4,055","4,115","3,940",699.54K,1.38%
"Mar 10, 2020","4,000","4,070","4,115","3,960",781.60K,-2.32%
"Mar 09, 2020","4,095","4,420","4,420","4,010",821.32K,-8.18%
"Mar 06, 2020","4,460","4,635","4,635","4,400",690.41K,-4.80%
"Mar 05, 2020","4,685","4,655","4,725","4,605",205.71K,1.30%
"Mar 04, 2020","4,625","4,560","4,665","4,545",196.58K,1.54%
"Mar 03, 2020","4,555","4,655","4,730","4,490",526.08K,-1.51%
"Mar 02, 2020","4,625","4,740","4,745","4,590",339.94K,-1.18%
"Feb 28, 2020","4,680","4,750","4,750","4,645",376.24K,-1.58%
"Feb 27, 2020","4,755","4,770","4,840","4,685",303.86K,-0.52%
"Feb 26, 2020","4,780","4,680","4,815","4,670",292.46K,0.31%
"Feb 25, 2020","4,765","4,725","4,830","4,660",314.36K,2.25%
"Feb 24, 2020","4,660","4,800","4,850","4,640",461.42K,-4.02%
"Feb 21, 2020","4,855","4,945","4,965","4,855",291.81K,-2.22%
"Feb 20, 2020","4,965","5,230","5,260","4,920",577.13K,-5.61%
"Feb 19, 2020","5,260","5,330","5,380","5,200",187.12K,-1.31%
"Feb 18, 2020","5,330","5,310","5,420","5,280",152.18K,-0.93%
"Feb 17, 2020","5,380","5,400","5,400","5,290",169.78K,0.19%
"Feb 14, 2020","5,370","5,370","5,460","5,250",250.01K,-0.92%
"Feb 13, 2020","5,420","5,490","5,540","5,400",229.78K,-1.45%
"Feb 12, 2020","5,500","5,480","5,570","5,470",249.44K,-0.72%
"Feb 11, 2020","5,540","5,360","5,550","5,360",268.13K,2.40%
"Feb 10, 2020","5,410","5,400","5,450","5,320",190.42K,0.19%
"Feb 09, 2020","5,400","5,400","5,400","5,400",-,0.00%
"Feb 07, 2020","5,400","5,290","5,470","5,200",435.83K,1.31%
"Feb 06, 2020","5,330","4,990","5,370","4,990",459.62K,7.03%
"Feb 05, 2020","4,980","4,895","5,010","4,865",272.53K,1.53%
"Feb 04, 2020","4,905","4,820","5,000","4,820",258.40K,1.03%
"Feb 03, 2020","4,855","4,850","4,915","4,765",299.74K,-1.32%
