Date,Price,Open,High,Low,Vol.,Change %
"Feb 24, 2020",4.35,4.42,4.43,4.25,1.87M,-3.76%
"Feb 23, 2020",4.52,4.52,4.58,4.43,604.21K,-0.22%
"Feb 20, 2020",4.53,4.58,4.58,4.5,497.50K,0.44%
"Feb 19, 2020",4.51,4.47,4.6,4.47,420.92K,-0.44%
"Feb 18, 2020",4.53,4.66,4.66,4.45,1.05M,-2.79%
"Feb 17, 2020",4.66,4.66,4.7,4.62,697.07K,-0.21%
"Feb 16, 2020",4.67,4.81,4.81,4.6,1.49M,-2.51%
"Feb 13, 2020",4.79,4.69,4.82,4.69,3.89M,2.13%
"Feb 12, 2020",4.69,4.71,4.75,4.66,537.68K,-0.64%
"Feb 11, 2020",4.72,4.74,4.8,4.69,1.66M,1.07%
"Feb 10, 2020",4.67,4.7,4.71,4.65,782.11K,-1.27%
"Feb 09, 2020",4.73,4.71,4.78,4.67,1.89M,0.64%
"Feb 06, 2020",4.7,4.74,4.74,4.68,2.66M,0.21%
"Feb 05, 2020",4.69,4.7,4.73,4.65,913.00K,-0.85%
"Feb 04, 2020",4.73,4.75,4.8,4.65,2.06M,0.21%
"Feb 03, 2020",4.72,4.75,4.8,4.65,917.83K,-0.42%
"Feb 02, 2020",4.74,4.7,4.84,4.66,6.02M,0.42%
"Jan 30, 2020",4.72,4.7,4.77,4.68,1.90M,1.07%
"Jan 29, 2020",4.67,4.7,4.72,4.63,2.43M,1.30%
"Jan 28, 2020",4.61,4.6,4.7,4.55,487.19K,-0.65%
"Jan 27, 2020",4.64,4.7,4.7,4.6,1.45M,-1.07%
"Jan 26, 2020",4.69,4.74,4.74,4.64,914.79K,0.21%
"Jan 23, 2020",4.68,4.67,4.75,4.65,2.18M,-0.21%
"Jan 22, 2020",4.69,4.7,4.75,4.65,2.50M,1.74%
"Jan 21, 2020",4.61,4.66,4.74,4.56,1.27M,-2.33%
"Jan 20, 2020",4.72,4.78,4.78,4.66,725.07K,-1.67%
"Jan 19, 2020",4.8,4.85,4.85,4.77,1.14M,-1.84%
"Jan 16, 2020",4.89,4.88,4.92,4.83,1.16M,0.20%
"Jan 15, 2020",4.88,4.75,4.92,4.73,2.48M,1.88%
"Jan 14, 2020",4.79,4.77,4.83,4.73,1.28M,1.05%
"Jan 13, 2020",4.74,4.8,4.83,4.7,1.92M,-0.42%
"Jan 12, 2020",4.76,4.6,4.87,4.57,3.16M,3.03%
"Jan 09, 2020",4.62,4.55,4.7,4.55,2.09M,4.76%
"Jan 08, 2020",4.41,4.19,4.59,4.15,3.52M,3.04%
"Jan 06, 2020",4.28,4.16,4.44,4.12,2.52M,-2.95%
"Jan 05, 2020",4.41,4.7,4.7,4.33,3.76M,-8.32%
"Jan 02, 2020",4.81,4.81,4.87,4.78,241.60K,-0.21%
Highest: 4.92,Lowest: 2.40,Difference: 2.52,Average: 3.55,Change %: -22.20,,
