Date,Price,Open,High,Low,Vol.,Change %
"May 29, 2020",16.14,16.58,17,16.14,13.14M,-3.12%
"May 28, 2020",16.66,15.76,16.69,15.76,14.72M,6.11%
"May 27, 2020",15.7,15.7,15.97,15.58,11.90M,2.95%
"May 22, 2020",15.25,15.15,15.29,15.06,7.80M,0.66%
"May 21, 2020",15.15,15.09,15.31,15.06,6.58M,0.46%
"May 20, 2020",15.08,15.2,15.33,15.08,7.39M,-0.26%
"May 18, 2020",15.12,15.07,15.26,15,5.53M,1.48%
"May 15, 2020",14.9,15.1,15.12,14.9,3.99M,-1.06%
"May 14, 2020",15.06,15.1,15.11,14.84,6.24M,-0.73%
"May 13, 2020",15.17,15.26,15.28,15.15,5.75M,-0.72%
"May 12, 2020",15.28,14.94,15.29,14.86,6.72M,2.55%
"May 11, 2020",14.9,15.02,15.07,14.62,5.51M,-0.47%
"May 08, 2020",14.97,14.82,15.05,14.8,6.73M,1.56%
"May 07, 2020",14.74,14.69,14.82,14.46,5.14M,0.34%
"May 06, 2020",14.69,14.91,14.92,14.65,6.17M,-1.34%
"May 05, 2020",14.89,15.03,15.1,14.85,5.06M,-0.20%
"May 04, 2020",14.92,15.16,15.17,14.76,6.30M,-2.74%
"Apr 30, 2020",15.34,15.2,15.55,15.1,13.68M,1.66%
"Apr 29, 2020",15.09,14.9,15.09,14.86,6.81M,1.96%
"Apr 28, 2020",14.8,14.96,15.15,14.8,11.08M,-0.74%
"Apr 27, 2020",14.91,14.87,14.93,14.7,9.66M,1.71%
"Apr 24, 2020",14.66,14.66,14.85,14.57,8.44M,-0.68%
"Apr 22, 2020",14.76,14.68,14.94,14.59,6.26M,0.54%
"Apr 21, 2020",14.68,14.85,14.85,14.53,4.47M,-1.48%
"Apr 20, 2020",14.9,15.1,15.16,14.87,5.48M,-0.80%
"Apr 17, 2020",15.02,15.1,15.19,14.76,5.86M,2.25%
"Apr 16, 2020",14.69,15.18,15.29,14.69,6.32M,-2.26%
"Apr 15, 2020",15.03,16.16,16.19,15.03,6.07M,-6.88%
"Apr 14, 2020",16.14,15.2,16.14,15.2,7.17M,6.75%
"Apr 13, 2020",15.12,15,15.41,14.84,3.54M,-0.53%
"Apr 10, 2020",15.2,15.26,15.4,15.03,2.82M,-0.33%
"Apr 09, 2020",15.25,14.9,15.27,14.75,6.82M,2.83%
"Apr 08, 2020",14.83,14.52,14.83,14.5,4.73M,2.42%
"Apr 07, 2020",14.48,14.26,15.08,14.26,8.42M,2.04%
"Apr 06, 2020",14.19,13.86,14.19,13.74,5.65M,5.26%
"Apr 03, 2020",13.48,13.07,13.57,12.98,11.06M,3.32%
