Date,Price,Open,High,Low,Vol.,Change %
"Jul 15, 2020","3,700.00","3,660.00","3,715.00","3,660.00",233.22K,2.78%
"Jul 14, 2020","3,600.00","3,630.00","3,665.00","3,600.00",261.72K,0.28%
"Jul 13, 2020","3,590.00","3,720.00","3,730.00","3,590.00",107.19K,-2.05%
"Jul 10, 2020","3,665.00","3,700.00","3,700.00","3,665.00",345.08K,-1.74%
"Jul 09, 2020","3,730.00","3,745.00","3,755.00","3,725.00",224.21K,-0.27%
"Jul 08, 2020","3,740.00","3,695.00","3,740.00","3,680.00",233.30K,3.03%
"Jul 07, 2020","3,630.00","3,500.00","3,630.00","3,500.00",147.98K,3.27%
"Jul 06, 2020","3,515.00","3,500.00","3,535.00","3,490.00",74.57K,2.33%
"Jul 03, 2020","3,435.00","3,475.00","3,475.00","3,415.00",71.59K,0.73%
"Jul 02, 2020","3,410.00","3,415.00","3,465.00","3,410.00",121.47K,0.15%
"Jul 01, 2020","3,405.00","3,420.00","3,465.00","3,405.00",75.23K,0.15%
"Jun 30, 2020","3,400.00","3,450.00","3,485.00","3,400.00",104.02K,-1.31%
"Jun 26, 2020","3,445.00","3,555.00","3,560.00","3,445.00",121.37K,-0.58%
"Jun 25, 2020","3,465.00","3,550.00","3,550.00","3,430.00",130.50K,-1.14%
"Jun 24, 2020","3,505.00","3,600.00","3,600.00","3,505.00",19.18K,-4.37%
"Jun 23, 2020","3,665.00","3,730.00","3,730.00","3,560.00",76.08K,-0.95%
"Jun 19, 2020","3,700.00","3,690.00","3,795.00","3,690.00",8.64M,1.09%
"Jun 18, 2020","3,660.00","3,545.00","3,660.00","3,545.00",419.91K,4.87%
"Jun 17, 2020","3,490.00","3,460.00","3,540.00","3,420.00",100.47K,1.75%
"Jun 16, 2020","3,430.00","3,650.00","3,660.00","3,430.00",258.91K,-2.70%
"Jun 12, 2020","3,525.00","3,500.00","3,620.00","3,500.00",356.43K,4.14%
"Jun 11, 2020","3,385.00","3,700.00","3,700.00","3,385.00",256.97K,-9.73%
"Jun 10, 2020","3,750.00","3,710.00","3,800.00","3,620.00",161.57K,1.08%
"Jun 09, 2020","3,710.00","3,860.00","3,860.00","3,705.00",345.30K,-4.63%
"Jun 08, 2020","3,890.00","3,840.00","3,935.00","3,840.00",431.49K,4.01%
"Jun 05, 2020","3,740.00","3,650.00","3,835.00","3,650.00",615.24K,3.03%
"Jun 04, 2020","3,630.00","3,630.00","3,630.00","3,530.00",286.65K,1.40%
"Jun 03, 2020","3,580.00","3,580.00","3,655.00","3,580.00",406.15K,0.00%
"Jun 02, 2020","3,580.00","3,600.00","3,690.00","3,580.00",293.76K,-0.56%
"Jun 01, 2020","3,600.00","3,500.00","3,650.00","3,500.00",360.14K,2.86%
"May 29, 2020","3,500.00","3,460.00","3,550.00","3,360.00",361.56K,1.16%
"May 28, 2020","3,460.00","3,500.00","3,500.00","3,460.00",157.61K,-1.14%
"May 27, 2020","3,500.00","3,540.00","3,615.00","3,500.00",190.31K,-2.10%
"May 26, 2020","3,575.00","3,540.00","3,600.00","3,520.00",118.61K,1.85%
"May 22, 2020","3,510.00","3,585.00","3,590.00","3,500.00",134.44K,-1.82%
"May 21, 2020","3,575.00","3,570.00","3,575.00","3,570.00",36.87K,1.85%
"May 20, 2020","3,510.00","3,575.00","3,575.00","3,505.00",134.34K,-2.50%
"May 19, 2020","3,600.00","3,605.00","3,615.00","3,600.00",91.04K,-0.41%
"May 18, 2020","3,615.00","3,720.00","3,800.00","3,615.00",355.17K,-0.96%
"May 15, 2020","3,650.00","3,320.00","3,650.00","3,310.00",427.00K,8.79%
"May 14, 2020","3,355.00","3,305.00","3,355.00","3,305.00",25.76K,0.45%
"May 13, 2020","3,340.00","3,530.00","3,530.00","3,295.00",136.84K,-5.38%
"May 12, 2020","3,530.00","3,695.00","3,695.00","3,520.00",54.64K,-3.16%
"May 11, 2020","3,645.00","3,650.00","3,655.00","3,625.00",86.21K,-1.75%
"May 08, 2020","3,710.00","3,785.00","3,795.00","3,700.00",108.06K,-0.27%
"May 07, 2020","3,720.00","3,655.00","3,720.00","3,650.00",256.49K,3.05%
"May 06, 2020","3,610.00","3,660.00","3,780.00","3,600.00",398.26K,-1.10%
"May 05, 2020","3,650.00","3,670.00","3,730.00","3,640.00",100.66K,0.83%
"May 04, 2020","3,620.00","3,800.00","3,800.00","3,620.00",152.52K,-7.06%
"Apr 30, 2020","3,895.00","3,800.00","3,895.00","3,770.00",168.13K,1.96%
"Apr 29, 2020","3,820.00","3,795.00","3,895.00","3,795.00",286.38K,-1.04%
"Apr 28, 2020","3,860.00","3,700.00","3,860.00","3,700.00",246.28K,4.32%
"Apr 27, 2020","3,700.00","3,740.00","3,795.00","3,700.00",119.47K,0.00%
"Apr 24, 2020","3,700.00","3,850.00","3,850.00","3,675.00",317.97K,-2.63%
"Apr 23, 2020","3,800.00","3,730.00","3,800.00","3,730.00",204.09K,3.26%
"Apr 22, 2020","3,680.00","3,700.00","3,700.00","3,560.00",256.14K,5.44%
"Apr 21, 2020","3,490.00","3,760.00","3,795.00","3,490.00",614.29K,-8.28%
"Apr 20, 2020","3,805.00","3,825.00","3,860.00","3,800.00",801.32K,-0.65%
"Apr 17, 2020","3,830.00","3,990.00","3,990.00","3,830.00",344.99K,-0.78%
"Apr 16, 2020","3,860.00","3,880.00","3,900.00","3,820.00",514.22K,0.13%
"Apr 15, 2020","3,855.00","3,900.00","3,950.00","3,850.00",215.23K,-2.28%
"Apr 14, 2020","3,945.00","3,930.00","3,945.00","3,820.00",466.88K,5.20%
"Apr 13, 2020","3,750.00","3,900.00","3,905.00","3,750.00",227.31K,-3.97%
"Apr 08, 2020","3,905.00","3,915.00","4,000.00","3,905.00",248.92K,-1.88%
"Apr 07, 2020","3,980.00","4,065.00","4,120.00","3,980.00",546.31K,-1.49%
"Apr 06, 2020","4,040.00","3,950.00","4,120.00","3,950.00",428.44K,3.59%
"Apr 03, 2020","3,900.00","4,000.00","4,090.00","3,900.00",312.32K,-2.26%
"Apr 02, 2020","3,990.00","3,750.00","3,990.00","3,750.00",668.25K,2.31%
"Apr 01, 2020","3,900.00","3,905.00","3,905.00","3,810.00",192.73K,-4.65%
"Mar 31, 2020","4,090.00","3,900.00","4,090.00","3,750.00",1.87M,4.87%
"Mar 30, 2020","3,900.00","3,700.00","4,120.00","3,700.00",1.05M,-2.50%
"Mar 27, 2020","4,000.00","3,920.00","4,050.00","3,450.00",920.87K,1.78%
"Mar 26, 2020","3,930.00","3,360.00","4,120.00","3,360.00",2.05M,19.09%
"Mar 25, 2020","3,300.00","2,895.00","3,445.00","2,810.00",1.07M,22.22%
"Mar 24, 2020","2,700.00","2,500.00","2,700.00","2,500.00",873.94K,8.00%
"Mar 20, 2020","2,500.00","2,520.00","2,875.00","2,450.00",3.73M,3.31%
"Mar 19, 2020","2,420.00","2,600.00","2,600.00","2,415.00",1.18M,-6.38%
"Mar 18, 2020","2,585.00","3,120.00","3,200.00","2,540.00",1.20M,-19.22%
"Mar 17, 2020","3,200.00","3,175.00","3,220.00","3,135.00",1.22M,5.26%
"Mar 16, 2020","3,040.00","3,790.00","3,790.00","3,040.00",1.12M,-24.00%
"Mar 12, 2020","4,000.00","4,380.00","4,380.00","3,800.00",918.63K,-9.71%
"Mar 11, 2020","4,430.00","4,460.00","4,460.00","4,380.00",1.49M,-1.56%
"Mar 10, 2020","4,500.00","4,525.00","4,535.00","4,350.00",2.02M,6.64%
"Mar 09, 2020","4,220.00","5,040.00","5,040.00","4,220.00",1.00M,-16.44%
"Mar 06, 2020","5,050.00","5,180.00","5,190.00","5,040.00",381.96K,-1.17%
"Mar 05, 2020","5,110.00","5,080.00","5,220.00","5,080.00",583.55K,0.59%
"Mar 04, 2020","5,080.00","5,100.00","5,140.00","5,040.00",820.30K,3.25%
"Mar 03, 2020","4,920.00","5,300.00","5,420.00","4,920.00",1.10M,-7.17%
"Mar 02, 2020","5,300.00","5,400.00","5,500.00","5,300.00",936.51K,0.00%
"Feb 28, 2020","5,300.00","5,040.00","5,300.00","5,000.00",1.58M,1.92%
"Feb 27, 2020","5,200.00","5,240.00","5,390.00","4,905.00",2.28M,-0.95%
"Feb 26, 2020","5,250.00","5,460.00","5,460.00","5,130.00",984.06K,-3.85%
"Feb 25, 2020","5,460.00","5,630.00","5,630.00","5,460.00",774.54K,-2.67%
"Feb 24, 2020","5,610.00","5,600.00","5,800.00","5,390.00",1.38M,-3.28%
"Feb 21, 2020","5,800.00","6,090.00","6,090.00","5,650.00",1.13M,-4.29%
